,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
94,23423316,2013 Apr,2013 Feb 19,Am J Sports Med,"['Fukuda TY', 'Fingerhut D', 'Moreira VC', 'Camarini PM', 'Scodeller NF', 'Duarte A Jr', 'Martinelli M', 'Bryk FF']",Bryk FF,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial.,41,4,788-94,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23423316', '10.1177/0363546513476482', '0363546513476482']",10.1177/0363546513476482,"['2013/02/21 06:00', '2013/02/21 06:00', '2014/01/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513476482,2013 Apr;41(4):788-94
95,23338666,2014 Feb,2013 Jan 23,Knee Surg Sports Traumatol Arthrosc,"['Kristensen PK', 'Pfeiffer-Jensen M', 'Storm JO', 'Thillemann TM']",Thillemann TM,Local infiltration analgesia is comparable to femoral nerve block after anterior cruciate ligament reconstruction with hamstring tendon graft: a randomised controlled trial.,22,2,317-23,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23338666', '10.1007/s00167-013-2399-x']",10.1007/s00167-013-2399-x,"['2012/06/17 00:00', '2013/01/14 00:00', '2013/01/23 06:00', '2013/01/23 06:00', '2014/10/28 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-013-2399-x,2014 Feb;22(2):317-23
96,23307675,2013 Jan,,Bone Joint J,"['Mirzatolooei F', 'Alamdari MT', 'Khalkhali HR']",Khalkhali HR,The impact of platelet-rich plasma on the prevention of tunnel widening in anterior cruciate ligament reconstruction using quadrupled autologous hamstring tendon: a randomised clinical trial.,95-B,1,65-9,['English'],101599229,2049-4394,2049-4408,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23307675', '10.1302/0301-620X.95B1.30487', '95-B/1/65']",10.1302/0301-620X.95B1.30487,"['2013/01/12 06:00', '2013/01/12 06:00', '2013/03/12 06:00']",[],1,0,The bone & joint journal,doi: 10.1302/0301-620X.95B1.30487,2013 Jan;95-B(1):65-9
97,23288753,2013 Apr,2012 Sep 10,J Knee Surg,"[""D'Alessandro P"", 'Wake G', 'Annear P']",Annear P,"Hamstring pain and muscle strains following anterior cruciate ligament reconstruction: a prospective, randomized trial comparing hamstring graft harvest techniques.",26,2,139-44,['English'],101137599,1538-8506,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23288753', '10.1055/s-0032-1324811']",10.1055/s-0032-1324811,"['2013/01/05 06:00', '2013/01/05 06:00', '2013/08/28 06:00']",[],1,0,The journal of knee surgery,doi: 10.1055/s-0032-1324811,2013 Apr;26(2):139-44
98,23242378,2014 Jan,2012 Dec 15,Knee Surg Sports Traumatol Arthrosc,"['Zhang Q', 'Zhang S', 'Cao X', 'Liu L', 'Liu Y', 'Li R']",Li R,The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: a prospective randomized controlled trial.,22,1,166-73,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23242378', '10.1007/s00167-012-2341-7']",10.1007/s00167-012-2341-7,"['2012/05/28 00:00', '2012/12/04 00:00', '2012/12/18 06:00', '2012/12/18 06:00', '2014/11/19 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-012-2341-7,2014 Jan;22(1):166-73
99,23145756,2012,,Eklem Hastalik Cerrahisi,"['Demirağ B', 'Ermutlu C', 'Aydemir F', 'Durak K']",Durak K,A comparison of clinical outcome of augmentation and standard reconstruction techniques for partial anterior cruciate ligament tears.,23,3,140-4,['English'],101265191,,1309-0313,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['23145756'],,"['2012/11/14 06:00', '2012/11/14 06:00', '2015/08/19 06:00']",[],1,0,Eklem hastaliklari ve cerrahisi = Joint diseases & related surgery,,2012;23(3):140-4
100,22850710,2012 Aug,,Acta Cir Bras,"['Zhang Q', 'Zhang S', 'Li R', 'Liu Y', 'Cao X']",Cao X,Comparison of two methods of femoral tunnel preparation in single-bundle anterior cruciate ligament reconstruction: a prospective randomized study.,27,8,572-6,['English'],9103983,0102-8650,1678-2674,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['22850710', '10.1590/s0102-86502012000800010', 'S0102-86502012000800010']",10.1590/s0102-86502012000800010,"['2012/03/23 00:00', '2012/06/21 00:00', '2012/08/02 06:00', '2012/08/02 06:00', '2013/04/13 06:00']",[],1,0,Acta cirurgica brasileira,,2012 Aug;27(8):572-6
101,22840988,2012 Aug,,Arthroscopy,"['Lawhorn KW', 'Howell SM', 'Traina SM', 'Gottlieb JE', 'Meade TD', 'Freedberg HI']",Freedberg HI,"The effect of graft tissue on anterior cruciate ligament outcomes: a multicenter, prospective, randomized controlled trial comparing autograft hamstrings with fresh-frozen anterior tibialis allograft.",28,8,1079-86,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['22840988', '10.1016/j.arthro.2012.05.010', 'S0749-8063(12)00511-7']",10.1016/j.arthro.2012.05.010,"['2011/09/25 00:00', '2012/05/07 00:00', '2012/05/08 00:00', '2012/07/31 06:00', '2012/07/31 06:00', '2012/12/10 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2012.05.010,2012 Aug;28(8):1079-86
102,22717211,2012 Oct,2012 Jun 19,Arthroscopy,"['Lee S', 'Kim H', 'Jang J', 'Seong SC', 'Lee MC']",Lee MC,Intraoperative correlation analysis between tunnel position and translational and rotational stability in single- and double-bundle anterior cruciate ligament reconstruction.,28,10,1424-36,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['22717211', '10.1016/j.arthro.2012.03.027', 'S0749-8063(12)00223-X']",10.1016/j.arthro.2012.03.027,"['2011/07/27 00:00', '2012/03/25 00:00', '2012/03/26 00:00', '2012/06/22 06:00', '2012/06/22 06:00', '2012/12/25 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2012.03.027,2012 Oct;28(10):1424-36
103,22713551,2012 Aug,2012 Jun 19,Am J Sports Med,"['Mutsuzaki H', 'Kanamori A', 'Ikeda K', 'Hioki S', 'Kinugasa T', 'Sakane M']",Sakane M,Effect of calcium phosphate-hybridized tendon graft in anterior cruciate ligament reconstruction: a randomized controlled trial.,40,8,1772-80,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['22713551', '10.1177/0363546512449618', '0363546512449618']",10.1177/0363546512449618,"['2012/06/21 06:00', '2012/06/21 06:00', '2012/12/18 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546512449618,2012 Aug;40(8):1772-80
104,22407182,2013 Mar,2012 Mar 10,Knee Surg Sports Traumatol Arthrosc,"['Gifstad T', 'Sole A', 'Strand T', 'Uppheim G', 'Grøntvedt T', 'Drogset JO']",Drogset JO,Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions.,21,3,576-83,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['22407182', '10.1007/s00167-012-1947-0']",10.1007/s00167-012-1947-0,"['2011/10/05 00:00', '2012/02/27 00:00', '2012/03/13 06:00', '2012/03/13 06:00', '2013/06/20 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-012-1947-0,2013 Mar;21(3):576-83
105,22273781,2012 Apr,2012 Jan 25,Knee Surg Sports Traumatol Arthrosc,"['Lee S', 'Kim H', 'Jang J', 'Seong SC', 'Lee MC']",Lee MC,Comparison of anterior and rotatory laxity using navigation between single- and double-bundle ACL reconstruction: prospective randomized trial.,20,4,752-61,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['22273781', '10.1007/s00167-012-1880-2']",10.1007/s00167-012-1880-2,"['2011/10/17 00:00', '2012/01/06 00:00', '2012/01/26 06:00', '2012/01/26 06:00', '2012/08/03 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-012-1880-2,2012 Apr;20(4):752-61
106,21782375,2011 Sep,2011 Jul 22,Arthroscopy,"['Sun K', 'Zhang J', 'Wang Y', 'Xia C', 'Zhang C', 'Yu T', 'Tian S']",Tian S,Arthroscopic anterior cruciate ligament reconstruction with at least 2.5 years' follow-up comparing hamstring tendon autograft and irradiated allograft.,27,9,1195-202,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['21782375', '10.1016/j.arthro.2011.03.083', 'S0749-8063(11)00369-0']",10.1016/j.arthro.2011.03.083,"['2010/06/15 00:00', '2011/02/17 00:00', '2011/03/22 00:00', '2011/07/26 06:00', '2011/07/26 06:00', '2012/01/21 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2011.03.083,2011 Sep;27(9):1195-202
107,21712483,2011 Oct,2011 Jun 28,Am J Sports Med,"['Sajovic M', 'Strahovnik A', 'Dernovsek MZ', 'Skaza K']",Skaza K,Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial.,39,10,2161-9,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['21712483', '10.1177/0363546511411702', '0363546511411702']",10.1177/0363546511411702,"['2011/06/30 06:00', '2011/06/30 06:00', '2012/02/23 06:00']",['Am J Sports Med. 2012 Aug;40(8):NP155; author reply NP15-6. doi: 10.1177/0363546512453451. PMID: 22869758'],1,0,The American journal of sports medicine,doi: 10.1177/0363546511411702,2011 Oct;39(10):2161-9
108,21667181,2012 Mar,,Clin Orthop Relat Res,"['Gobbi A', 'Mahajan V', 'Karnatzikos G', 'Nakamura N']",Nakamura N,Single- versus double-bundle ACL reconstruction: is there any difference in stability and function at 3-year followup?,470,3,824-34,['English'],0075674,0009-921X,1528-1132,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['21667181', 'PMC3270186', 'pmc-id: PMC3270186;', '10.1007/s11999-011-1940-9']",10.1007/s11999-011-1940-9,"['2011/06/14 06:00', '2011/06/15 06:00', '2012/05/01 06:00', '2013/03/01 00:00']",[],1,51,Clinical orthopaedics and related research,doi: 10.1007/s11999-011-1940-9,2012 Mar;470(3):824-34
109,21663722,2011 May,,Arthroscopy,"['Wipfler B', 'Donner S', 'Zechmann CM', 'Springer J', 'Siebold R', 'Paessler HH']",Paessler HH,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up.,27,5,653-65,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', 'Video-Audio Media']",PubMed - indexed for MEDLINE,ppublish,"['21663722', '10.1016/j.arthro.2011.01.015', 'S0749-8063(11)00085-5']",10.1016/j.arthro.2011.01.015,"['2010/01/19 00:00', '2010/12/10 00:00', '2011/01/13 00:00', '2011/06/14 06:00', '2011/06/15 06:00', '2011/10/15 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2011.01.015,2011 May;27(5):653-65
110,21441418,2011 Jul,2011 Mar 25,Am J Sports Med,"['Sun K', 'Zhang J', 'Wang Y', 'Xia C', 'Zhang C', 'Yu T', 'Tian S']",Tian S,"Arthroscopic reconstruction of the anterior cruciate ligament with hamstring tendon autograft and fresh-frozen allograft: a prospective, randomized controlled study.",39,7,1430-8,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['21441418', '10.1177/0363546511400384', '0363546511400384']",10.1177/0363546511400384,"['2011/03/29 06:00', '2011/03/29 06:00', '2011/12/14 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546511400384,2011 Jul;39(7):1430-8
111,21290116,2011 May,2011 Feb 3,Knee Surg Sports Traumatol Arthrosc,"['Noh JH', 'Yi SR', 'Song SJ', 'Kim SW', 'Kim W']",Kim W,Comparison between hamstring autograft and free tendon Achilles allograft: minimum 2-year follow-up after anterior cruciate ligament reconstruction using EndoButton and Intrafix.,19,5,816-22,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['21290116', '10.1007/s00167-010-1388-6']",10.1007/s00167-010-1388-6,"['2010/07/01 00:00', '2010/12/27 00:00', '2011/02/04 06:00', '2011/02/04 06:00', '2011/09/23 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-010-1388-6,2011 May;19(5):816-22
112,21290113,2012 Jan,2011 Feb 3,Knee Surg Sports Traumatol Arthrosc,"['Sun K', 'Zhang J', 'Wang Y', 'Zhang C', 'Xia C', 'Yu T', 'Tian S']",Tian S,A prospective randomized comparison of irradiated and non-irradiated hamstring tendon allograft for ACL reconstruction.,20,1,187-94,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['21290113', '10.1007/s00167-010-1393-9']",10.1007/s00167-010-1393-9,"['2010/06/15 00:00', '2010/12/31 00:00', '2011/02/04 06:00', '2011/02/04 06:00', '2012/09/11 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-010-1393-9,2012 Jan;20(1):187-94
113,20800986,2010 Oct,2010 Aug 30,Arthroscopy,"['Figueroa D', 'Melean P', 'Calvo R', 'Vaisman A', 'Zilleruelo N', 'Figueroa F', 'Villalón I']",Villalón I,Magnetic resonance imaging evaluation of the integration and maturation of semitendinosus-gracilis graft in anterior cruciate ligament reconstruction using autologous platelet concentrate.,26,10,1318-25,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['20800986', '10.1016/j.arthro.2010.02.010', 'S0749-8063(10)00179-9']",10.1016/j.arthro.2010.02.010,"['2009/07/14 00:00', '2010/02/08 00:00', '2010/02/12 00:00', '2010/08/31 06:00', '2010/08/31 06:00', '2011/02/03 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2010.02.010,2010 Oct;26(10):1318-25
114,20607509,2010 Jul,,Unfallchirurg,['Pässler HH'],Pässler HH,[Anatomic anterior cruciate ligament reconstruction with hamstrings using press-fit fixation without hardware: operative technique and long-term results of a prospective and randomized study].,113,7,555-60,['German'],8502736,0177-5537,1433-044X,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['20607509', '10.1007/s00113-010-1791-y']",10.1007/s00113-010-1791-y,"['2010/07/08 06:00', '2010/07/08 06:00', '2010/12/14 06:00']",[],1,0,Der Unfallchirurg,doi: 10.1007/s00113-010-1791-y,2010 Jul;113(7):555-60
115,20566719,2010 Aug,2010 Jun 21,Am J Sports Med,"['Barenius B', 'Nordlander M', 'Ponzer S', 'Tidermark J', 'Eriksson K']",Eriksson K,Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial.,38,8,1533-41,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['20566719', '10.1177/0363546510369549', '0363546510369549']",10.1177/0363546510369549,"['2010/06/23 06:00', '2010/06/23 06:00', '2010/12/14 06:00']","['Am J Sports Med. 2011 Apr;39(4):NP6', 'J Bone Joint Surg Am. 2011 May 18;93(10):969. doi: 10.2106/JBJS.9310ebo371. PMID: 21593374']",1,0,The American journal of sports medicine,doi: 10.1177/0363546510369549,2010 Aug;38(8):1533-41
116,20517680,2010 May,,Wien Klin Wochenschr,"['Vogrin M', 'Rupreht M', 'Crnjac A', 'Dinevski D', 'Krajnc Z', 'Recnik G']",Recnik G,The effect of platelet-derived growth factors on knee stability after anterior cruciate ligament reconstruction: a prospective randomized clinical study.,122 Suppl 2,,91-5,['English'],21620870R,0043-5325,1613-7671,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['20517680', '10.1007/s00508-010-1340-2']",10.1007/s00508-010-1340-2,"['2010/06/03 06:00', '2010/06/11 06:00', '2010/10/23 06:00']",[],1,0,Wiener klinische Wochenschrift,doi: 10.1007/s00508-010-1340-2,2010 May;122 Suppl 2:91-5
117,20495802,2011 Apr,2010 May 22,Int Orthop,"['Kawano CT', 'de Moraes Barros Fucs PM', 'Severino NR']",Severino NR,Pretensioning of quadruple flexor tendon grafts in two types of femoral fixation: quasi-randomised controlled pilot study.,35,4,521-7,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['20495802', 'PMC3066309', 'pmc-id: PMC3066309;', '10.1007/s00264-010-1036-2']",10.1007/s00264-010-1036-2,"['2010/04/16 00:00', '2010/04/19 00:00', '2010/05/25 06:00', '2010/05/25 06:00', '2011/07/22 06:00', '2012/04/01 00:00']",[],1,26,International orthopaedics,doi: 10.1007/s00264-010-1036-2,2011 Apr;35(4):521-7
118,20392970,2010 Aug,2010 Apr 14,Am J Sports Med,"['Stener S', 'Ejerhed L', 'Sernert N', 'Laxdal G', 'Rostgård-Christensen L', 'Kartus J']",Kartus J,"A long-term, prospective, randomized study comparing biodegradable and metal interference screws in anterior cruciate ligament reconstruction surgery: radiographic results and clinical outcome.",38,8,1598-605,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['20392970', '10.1177/0363546510361952', '0363546510361952']",10.1177/0363546510361952,"['2010/04/16 06:00', '2010/04/16 06:00', '2010/12/14 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546510361952,2010 Aug;38(8):1598-605
119,20044497,2010 Mar,2009 Dec 31,Am J Sports Med,"['Jagodzinski M', 'Geiges B', 'von Falck C', 'Knobloch K', 'Haasper C', 'Brand J', 'Hankemeier S', 'Krettek C', 'Meller R']",Meller R,Biodegradable screw versus a press-fit bone plug fixation for hamstring anterior cruciate ligament reconstruction: a prospective randomized study.,38,3,501-8,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['20044497', '10.1177/0363546509350325', '0363546509350325']",10.1177/0363546509350325,"['2010/01/02 06:00', '2010/01/02 06:00', '2010/06/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546509350325,2010 Mar;38(3):501-8
120,19956928,2010 Aug,2009 Dec 3,Knee Surg Sports Traumatol Arthrosc,"['Drogset JO', 'Strand T', 'Uppheim G', 'Odegård B', 'Bøe A', 'Grøntvedt T']",Grøntvedt T,Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized multicenter review of different fixation methods.,18,8,1085-93,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['19956928', '10.1007/s00167-009-0996-5']",10.1007/s00167-009-0996-5,"['2009/02/17 00:00', '2009/11/09 00:00', '2009/12/04 06:00', '2009/12/04 06:00', '2010/11/17 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0996-5,2010 Aug;18(8):1085-93
121,19851754,2010 Jun,2009 Oct 23,Knee Surg Sports Traumatol Arthrosc,"['Heijne A', 'Werner S']",Werner S,A 2-year follow-up of rehabilitation after ACL reconstruction using patellar tendon or hamstring tendon grafts: a prospective randomised outcome study.,18,6,805-13,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19851754', '10.1007/s00167-009-0961-3']",10.1007/s00167-009-0961-3,"['2009/07/11 00:00', '2009/10/05 00:00', '2009/10/24 06:00', '2009/10/24 06:00', '2010/09/14 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0961-3,2010 Jun;18(6):805-13
122,19794165,2009 Oct,,J Bone Joint Surg Br,"['Ibrahim SA', 'Hamido F', 'Al Misfer AK', 'Mahgoob A', 'Ghafar SA', 'Alhran H']",Alhran H,Anterior cruciate ligament reconstruction using autologous hamstring double bundle graft compared with single bundle procedures.,91,10,1310-5,['English'],0375355,0301-620X,2044-5377,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['19794165', '10.1302/0301-620X.91B10.21886', '91-B/10/1310']",10.1302/0301-620X.91B10.21886,"['2009/10/02 06:00', '2009/10/02 06:00', '2009/12/16 06:00']",[],1,0,The Journal of bone and joint surgery. British volume,doi: 10.1302/0301-620X.91B10.21886,2009 Oct;91(10):1310-5
123,19684298,2009 Oct,2009 Aug 14,Am J Sports Med,"['Taylor DC', 'DeBerardino TM', 'Nelson BJ', 'Duffey M', 'Tenuta J', 'Stoneman PD', 'Sturdivant RX', 'Mountcastle S']",Mountcastle S,Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods.,37,10,1946-57,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['19684298', '10.1177/0363546509339577', '0363546509339577']",10.1177/0363546509339577,"['2009/08/18 09:00', '2009/08/18 09:00', '2010/02/02 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546509339577,2009 Oct;37(10):1946-57
124,19575180,2009 Sep,2009 Jul 3,Knee Surg Sports Traumatol Arthrosc,"['Ahldén M', 'Kartus J', 'Ejerhed L', 'Karlsson J', 'Sernert N']",Sernert N,"Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time.",17,9,1117-24,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19575180', '10.1007/s00167-009-0846-5']",10.1007/s00167-009-0846-5,"['2009/02/09 00:00', '2009/06/08 00:00', '2009/07/04 09:00', '2009/07/04 09:00', '2009/12/23 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0846-5,2009 Sep;17(9):1117-24
125,19557391,2010 Jan,2009 Jun 26,Knee Surg Sports Traumatol Arthrosc,"['Sastre S', 'Popescu D', 'Núñez M', 'Pomes J', 'Tomas X', 'Peidro L']",Peidro L,"Double-bundle versus single-bundle ACL reconstruction using the horizontal femoral position: a prospective, randomized study.",18,1,32-6,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['19557391', '10.1007/s00167-009-0844-7']",10.1007/s00167-009-0844-7,"['2008/09/04 00:00', '2009/06/03 00:00', '2009/06/27 09:00', '2009/06/27 09:00', '2010/05/14 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0844-7,2010 Jan;18(1):32-6
126,19483077,2009 Sep,2009 May 29,Am J Sports Med,"['Stengel D', 'Casper D', 'Bauwens K', 'Ekkernkamp A', 'Wich M']",Wich M,Bioresorbable pins and interference screws for fixation of hamstring tendon grafts in anterior cruciate ligament reconstruction surgery: a randomized controlled trial.,37,9,1692-8,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['19483077', '10.1177/0363546509333008', '0363546509333008']",10.1177/0363546509333008,"['2009/06/02 09:00', '2009/06/02 09:00', '2010/01/05 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546509333008,2009 Sep;37(9):1692-8
127,19374299,2009 Apr,,J Med Assoc Thai,"['Laoruengthana A', 'Pattayakorn S', 'Chotanaputhi T', 'Kosiyatrakul A']",Kosiyatrakul A,"Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: a prospective, randomized clinical trial.",92,4,491-7,['English'],7507216,0125-2208,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['19374299'],,"['2009/04/21 09:00', '2009/04/21 09:00', '2009/05/27 09:00']",[],1,0,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,,2009 Apr;92(4):491-7
128,19323939,2009 Mar 20,,Chin Med J (Engl),"['Wang JQ', 'Ao YF', 'Yu CL', 'Liu P', 'Xu Y', 'Chen LX']",Chen LX,"Clinical evaluation of double-bundle anterior cruciate ligament reconstruction procedure using hamstring tendon grafts: a prospective, randomized and controlled study.",122,6,706-11,['English'],7513795,0366-6999,2542-5641,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['19323939'],,"['2009/03/28 09:00', '2009/03/28 09:00', '2009/07/08 09:00']",[],1,0,Chinese medical journal,,2009 Mar 20;122(6):706-11
