,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
31,38864306,2025 Mar,2024 Jun 12,Sports Health,"['Rodriguez KM', 'Moon J', 'Krishnan C', 'Palmieri-Smith RM']",Palmieri-Smith RM,Conditioning of Motor Evoked Responses After Anterior Cruciate Ligament Reconstruction: Effects of Stimulus Intensity.,17,2,281-290,['English'],101518422,1941-7381,1941-0921,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38864306', 'PMC11569524', 'pmc-id: PMC11569524;', '10.1177/19417381241257258']",10.1177/19417381241257258,"['2025/03/01 14:39', '2024/06/12 06:42', '2024/06/12 05:52', '2025/06/12 00:00']",[],1,43,Sports health,doi: 10.1177/19417381241257258,2025 Mar;17(2):281-290,"BACKGROUND: Operant conditioning of motor evoked torque (MEP(TORQUE)) can directly target the corticospinal pathway in patients with anterior cruciate ligament (ACL) reconstruction. However, it remains unclear whether operant conditioning can elicit short-term improvements in corticospinal excitability and whether these improvements are influenced by stimulus intensity. HYPOTHESIS: Quadriceps MEP(TORQUE) responses can be upconditioned in a single session and will elicit short-term adaptations in corticospinal excitability, with higher stimulus intensities eliciting greater effects. STUDY DESIGN: Randomized controlled laboratory study. LEVEL OF EVIDENCE: Level 2. METHODS: Thirty-six participants were assessed during a single session of an operant conditioning protocol. Participants were randomized into 1 of 3 groups for stimulus intensity used during operant conditioning based on the participant's active motor threshold (AMT: 100%, 120%, and 140%). Quadriceps MEP(TORQUE) amplitude was evaluated during a block of control transcranial magnetic stimulation trials (CTRL) to establish baseline corticospinal excitability, and 3 blocks of conditioning trials (COND) during which participants trained to upcondition their MEP(TORQUE). MEP(TORQUE) recruitment curves were collected to evaluate the effect of operant conditioning on acute corticospinal adaptations. RESULTS: Participants with ACL reconstruction could upcondition their MEP(TORQUE) in a single session (P < 0.01; CTRL, 17.27 +/- 1.28; COND, 21.35 +/- 1.28 [mean +/- standard error [SE] in N.m]), but this ability was not influenced by the stimulus intensity used during training (P = 0.84). Furthermore, significant improvements in corticospinal excitability were observed (P = 0.05; PRE, 687.91 +/- 50.15; POST, 761.08 +/- 50.15 [mean +/- SE in N.m %AMT]), but stimulus intensity did not influence corticospinal adaptations (P = 0.67). CONCLUSION: Operant conditioning can elicit short-term neural adaptations in ACL-reconstructed patients. Future operant conditioning paradigms may effectively use any of the 3 stimulus intensities studied herein. CLINICAL RELEVANCE: Operant conditioning may be a feasible approach to improve corticospinal excitability after ACL reconstruction.",2025
32,38605374,2024 Apr 11,2024 Apr 11,Trials,"['Ong MT', 'Lu X', 'Choi BC', 'Wan SW', 'Wang Q', 'Man GC', 'Lui PP', 'Fong DT', 'Mok DK', 'Yung PS']",Yung PS,"Vitamin D as an intervention for improving quadriceps muscle strength in patients after anterior cruciate ligament reconstruction: study protocol for a randomized double-blinded, placebo-controlled clinical trial.",25,1,251,['English'],101263253,,1745-6215,"['Clinical Trial Protocol', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['38605374', 'PMC11008016', 'pmc-id: PMC11008016;', '10.1186/s13063-024-08094-w', '10.1186/s13063-024-08094-w']",10.1186/s13063-024-08094-w,"['2024/01/10 00:00', '2024/04/03 00:00', '2024/04/15 06:42', '2024/04/12 00:43', '2024/04/11 23:39', '2024/04/11 00:00']",[],1,22,Trials,doi: 10.1186/s13063-024-08094-w,2024 Apr 11;25(1):251,"BACKGROUND: The goal of anterior cruciate ligament reconstruction (ACLR) is to restore the preinjury level of knee function to return to play (RTP). However, even after completing the rehabilitation programme, some patients may have persistent quadriceps muscle weakness affecting knee function which ultimately leads to a failure in returning to play. Vitamin D has been long recognized for its musculoskeletal effects. Vitamin D deficiency may impair muscle strength recovery after ACLR. Correcting vitamin D levels may improve muscle strength. METHODS: This is a double-blinded, randomized controlled trial to investigate the effects of vitamin D supplementation during the post-operative period on quadriceps muscle strength in anterior cruciate ligament (ACL)-injured patients. Patients aged 18-50 with serum vitamin D < 20 ng/ml, unilateral ACL injury, > 90% deficit in total quadriceps muscle volume on the involved leg compared with uninvolved leg, Tegner score 7 + , and no previous knee injury/surgery will be recruited. To assess patient improvement, we will perform isokinetic and isometric muscle assessments, ultrasound imaging for quadriceps thickness, self-reported outcomes, KT-1000 for knee laxity, biomechanical analysis, and Xtreme CT for bone mineral density. To investigate the effect of vitamin D status on quadriceps strength, blood serum samples will be taken before and after intervention. DISCUSSION: Patients with low vitamin D levels had greater quadriceps fibre cross-sectional area loss and impaired muscle strength recovery after ACL. The proposed study will provide scientific support for using vitamin D supplementation to improve quadriceps strength recovery after ACLR. TRIAL REGISTRATION: ClinicalTrials.gov NCT05174611. Registered on 28 November 2021.",2024
33,38385189,2024 Mar,2024 Feb 22,Am J Sports Med,"['Firth AD', 'Pritchett SL', 'Milner JS', 'Atkinson HF', 'Bryant DM', 'Holdsworth DW', 'Getgood AMJ']",Getgood AMJ,Quantitative Magnetic Resonance Imaging of Lateral Compartment Articular Cartilage After Lateral Extra-articular Tenodesis.,52,4,909-918,['English'],7609541,0363-5465,1552-3365,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['38385189', '10.1177/03635465241228193']",10.1177/03635465241228193,"['2024/03/18 06:44', '2024/02/22 06:42', '2024/02/22 04:10']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465241228193,2024 Mar;52(4):909-918,"BACKGROUND: Concerns have arisen that anterior cruciate ligament reconstruction (ACLR) with lateral extra-articular tenodesis (LET) may accelerate the development of posttraumatic osteoarthritis in the lateral compartment of the knee. PURPOSE/HYPOTHESIS: The purpose of this study was to evaluate whether the augmentation of ACLR with LET affects the quality of lateral compartment articular cartilage on magnetic resonance imaging (MRI) at 2 years postoperatively. We hypothesized that there would be no difference in T1rho and T2 relaxation times when comparing ACLR alone with ACLR + LET. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: A consecutive subgroup of patients at the Fowler Kennedy Sport Medicine Clinic participating in the STABILITY 1 Study underwent bilateral 3-T MRI at 2 years after surgery. The primary outcome was T1rho and T2 relaxation times. Articular cartilage in the lateral compartment was manually segmented into 3 regions of the tibia (lateral tibia [LT]-1 to LT-3) and 5 regions of the femur (lateral femoral condyle [LFC]-1 to LFC-5). Analysis of covariance was used to compare relaxation times between groups, adjusted for lateral meniscal tears and treatment, cartilage and bone marrow lesions, contralateral relaxation times, and time since surgery. Semiquantitative MRI scores according to the Anterior Cruciate Ligament OsteoArthritis Score were compared between groups. Correlations were used to determine the association between secondary outcomes (including results of the International Knee Documentation Committee score, Knee injury and Osteoarthritis Outcome Score, Lower Extremity Functional Scale, 4-Item Pain Intensity Measure, hop tests, and isokinetic quadriceps and hamstring strength tests) and cartilage relaxation. RESULTS: A total of 95 participants (44 ACLR alone, 51 ACLR + LET) with a mean age of 18.8 years (61.1% female [58/95]) underwent 2-year MRI (range, 20-36 months). T1rho relaxation times were significantly elevated for the ACLR + LET group in LT-1 (37.3 +/- 0.7 ms vs 34.1 +/- 0.8 ms, respectively; P = .005) and LFC-2 (43.9 +/- 0.9 ms vs 40.2 +/- 1.0 ms, respectively; P = .008) compared with the ACLR alone group. T2 relaxation times were significantly elevated for the ACLR + LET group in LFC-1 (51.2 +/- 0.7 ms vs 49.1 +/- 0.7 ms, respectively; P = .03) and LFC-4 (45.9 +/- 0.5 ms vs 44.2 +/- 0.6 ms, respectively; P = .04) compared with the ACLR alone group. All effect sizes were small to medium. There was no difference in Anterior Cruciate Ligament OsteoArthritis Scores between groups (P = .99). Weak negative associations (r(s) = -0.27 to -0.22; P < .05) were found between relaxation times and quadriceps and hamstring strength in the anterolateral knee, while all other correlations were nonsignificant (P > .05). CONCLUSION: Increased relaxation times demonstrating small to medium effect sizes suggested early biochemical changes in articular cartilage of the anterolateral compartment in the ACLR + LET group compared with the ACLR alone group. Further evidence and long-term follow-up are needed to better understand the association between these results and the potential risk of the development of osteoarthritis in our patient cohort.",2024
34,38284303,2024 Mar,2024 Jan 29,Am J Sports Med,"['Ebert JR', 'Calvert ND', 'Radic R']",Radic R,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction.,52,3,660-669,['English'],7609541,0363-5465,1552-3365,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38284303', 'PMC10905979', 'pmc-id: PMC10905979;', '10.1177/03635465231222279']",10.1177/03635465231222279,"['2024/03/04 06:44', '2024/01/29 06:43', '2024/01/29 05:31', '2024/03/01 00:00']",[],1,59,The American journal of sports medicine,doi: 10.1177/03635465231222279,2024 Mar;52(3):660-669,"BACKGROUND: Numerous graft options are available when undertaking anterior cruciate ligament (ACL) reconstruction (ACLR), although a lack of high-quality evidence exists comparing quadriceps (QT) and hamstring (HT) autografts. PURPOSE: To investigate patient outcomes in patients undergoing HT versus QT ACLR. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: After recruitment and randomization, 112 patients (HT = 55; QT = 57) underwent ACLR. Patients were assessed pre- and postoperatively (6 weeks and 3, 6, 12, and 24 months), with a range of patient-reported outcome measures (PROMs), graft laxity (KT-1000 arthrometer; primary outcome variable), active knee flexion and extension range of motion (ROM), peak isokinetic knee extensor and flexor strength, and a 6-hop performance battery. Limb symmetry indices (LSIs) were calculated for strength and hop measures. Secondary procedures, ACL retears, and contralateral ACL tears were reported. RESULTS: All PROMs and knee ROM measures significantly improved (P < .0001), and no other group differences (P > .05) were observed-apart from the Anterior Cruciate Ligament Return to Sport after Injury (ACL-RSI) score, which was significantly better in the HT group at 3 (P = .008), 6 (P = .010), and 12 (P = .014) months. No significant changes were observed in side-to-side laxity from 6 to 24 months (P = .105), and no group differences were observed (P = .487) at 6 (HT mean, 1.2; QT mean, 1.3), 12 (HT mean, 1.1; QT mean, 1.3), and 24 (HT mean, 1.1; QT mean, 1.2) months. While the HT group demonstrated significantly greater (P < .05) quadriceps strength LSIs at 6 and 12 months, the QT group showed significantly greater (P < .05) hamstring strength LSIs at 6, 12, and 24 months. The HT group showed significantly greater (P < .05) LSIs for the single horizontal (6 months), lateral (6 and 12 months), and medial (6 months) hop tests for distance. Up until 24 months, 1 patient (QT at 22 months) had a retear, with 2 contralateral ACL tears (QT at 19 months; HT at 23 months). Secondary procedures included 5 in the HT group (manipulation under anesthesia, notch debridement, meniscal repair, and knee arthroscopy for scar tissue) and 6 in the QT group (notch debridement, meniscal repair, knee arthroscopy for scar tissue, tibial tubercle transfer, and osteochondral autologous transplantation). CONCLUSION: Apart from the ACL-RSI, the 2 autograft groups compared well for PROMs, knee ROM, and laxity. However, greater hamstring strength LSIs were observed for the QT cohort, with greater quadriceps strength (and hop test) LSIs in the HT cohort. The longer-term review will continue to evaluate return to sports and later-stage reinjury between the 2 graft constructs. REGISTRATION: ACTRN12618001520224p (Australian New Zealand Clinical Trials Registry).",2024
35,38035216,2023 Nov,2023 Nov 27,Orthop J Sports Med,"['Okoroha KR', 'Tramer JS', 'Khalil LS', 'Jildeh TR', 'Abbas MJ', 'Buckley PJ', 'Lindell C', 'Moutzouros V']",Moutzouros V,Effects of a Perioperative Blood Flow Restriction Therapy Program on Early Quadriceps Strength and Patient-Reported Outcomes After Anterior Cruciate Ligament Reconstruction.,11,11,23259671231209694,['English'],101620522,2325-9671,2325-9671,['Journal Article'],PubMed,,"['38035216', 'PMC10683393', 'pmc-id: PMC10683393;', '10.1177/23259671231209694', '10.1177_23259671231209694']",10.1177/23259671231209694,"['2023/05/19 00:00', '2023/05/30 00:00', '2023/11/30 18:46', '2023/11/30 18:45', '2023/11/30 17:46', '2023/11/27 00:00']",[],1,37,Orthopaedic journal of sports medicine,doi: 10.1177/23259671231209694,2023 Nov;11(11):23259671231209694,"BACKGROUND: Quadriceps muscle atrophy remains a limiting factor in returning to activity after anterior cruciate ligament reconstruction (ACLR). Blood flow restriction (BFR) therapy may accelerate quadriceps strengthening in the perioperative period. PURPOSE: To evaluate postoperative isometric quadriceps strength in patients who underwent ACLR with a perioperative BFR program. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Patients indicated for ACLR were randomized into 2 groups, BFR and control, at their initial clinic visit. All patients underwent 2 weeks of prehabilitation preoperatively, with the BFR group performing exercises with a pneumatic cuff set to 80% limb occlusion pressure placed over the proximal thigh. All patients also underwent a standardized postoperative 12-week physical therapy protocol, with the BFR group using pneumatic cuffs during exercise. Quadriceps strength was measured as peak and mean torque during seated leg extension and presented as quadriceps index (percentage vs healthy limb). Patient-reported outcomes (PROs), knee range of motion, and quadriceps circumference were also gathered at 6 weeks, 3 months, and 6 months postoperatively, and adverse effects were recorded. RESULTS: Included were 46 patients, 22 in the BFR group (mean age, 25.4 +/- 10.6 years) and 24 in the control group (mean age, 27.5 +/- 12.0 years). At 6 weeks postoperatively, the BFR group demonstrated significantly greater strength compared with the controls (quadriceps index: 57% +/- 24% vs 40% +/- 18%; P = .029), and the BFR group had significantly better Patient-Reported Outcomes Measurement Information System-Physical Function (42.69 +/- 5.64 vs 39.20 +/- 5.51; P = .001) and International Knee Documentation Committee (58.22 +/- 7.64 vs 47.05 +/- 13.50; P = .011) scores. At 6 weeks postoperatively, controls demonstrated a significant drop in the peak torque generation of the operative versus nonoperative leg. There were no significant differences in strength or PROs at 3 or 6 months postoperatively. Three patients elected to drop out of the BFR group secondary to cuff intolerance during exercise; otherwise, no other severe adverse events were reported. CONCLUSION: Integrating BFR into perioperative physical therapy protocols led to improved strength and increased PROs at 6 weeks after ACLR. No differences in strength or PROs were found at 3 and 6 months between the 2 groups. REGISTRATION: NCT04374968 (ClinicalTrials.gov identifier).",2023
36,38001510,2023 Nov 24,2023 Nov 24,Trials,"['Abel R', 'Niederer D', 'Offerhaus C', 'Shafizadeh S', 'Glowa A', 'Froböse I', 'Wilke C']",Wilke C,Effects of exercise prehabilitation before anterior cruciate ligament reconstruction on functional outcomes during pre- and postoperative rehabilitation - protocol for a single-blinded randomised controlled trial.,24,1,752,['English'],101263253,,1745-6215,"['Clinical Trial Protocol', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['38001510', 'PMC10675922', 'pmc-id: PMC10675922;', '10.1186/s13063-023-07776-1', '10.1186/s13063-023-07776-1']",10.1186/s13063-023-07776-1,"['2023/06/27 00:00', '2023/11/03 00:00', '2023/11/27 16:18', '2023/11/25 12:44', '2023/11/24 23:52', '2023/11/24 00:00']",[],1,41,Trials,doi: 10.1186/s13063-023-07776-1,2023 Nov 24;24(1):752,"BACKGROUND: Although a benefit of preoperative training prior to anterior cruciate ligament (ACL) reconstruction is likely, there is no consensus on the optimal content (criteria-based programme), supervision (one-on-one guidance or self-administered training) and general setting of preoperative training after ACL injuries. The purpose of this trial is to investigate the efficacy of an individually adaptive, guided, structured and criteria-based preoperative rehabilitation programme in comparison to a non-guided and self-administered home training programme. METHODS: The planned single-blinded randomised controlled trial study was approved by the ethics committee of the German Sport University on June 14, 2022 (ethics application no. 093/2022) and prospectively registered (DRKS-ID: DRKS00030312; date of registration: 26.09.2022). N = 114 participants between 16 and 60 years of age with a unilateral ACL rupture and scheduled ACL reconstruction with a hamstring or quadriceps tendon autograft will be randomly (block-randomisation, 1:1 allocation) and blinded assigned to one of two groups: intervention group (structured, criteria-based, guided prehabilitation training) and comparator group (non-guided, self-administered home training). After surgical reconstruction, patients of both groups participate in the same standard, functional measurement-guided, postoperative rehabilitation programme. Stepwise increasing the functional requirements of the assessments, all participants participate in testing at the day of anamnesis (t1), 1-7 days before surgical reconstruction (t2), day of surgical reconstruction (t3) and 30 (t4), 60 (t5), 90 (t6) and 180 (t7) days post-reconstruction. The primary outcome is the overall self-reported knee condition, assessed by the sum score of all sub-scales of the Knee injury and Osteoarthritis Outcome Score (KOOS). Secondary outcomes include functional outcomes (range of motion, knee flexors and extensors and plantar flexors strength/torque, functional postural control, jumping ability), workability and return to sport (RTS) (psychological readiness, RTS success). DISCUSSION: The planned study targets to fill a gap in the evidence regarding effective designs of prehabilitation training before surgical ACL reconstruction. Potential difficulties that could affect the conduct of the study are lack of treatment adherence of the patients and high dropout. TRIAL REGISTRATION: German Register of Clinical Trials DRKS-ID: DRKS00030312 . Registered on 26 September 2022.",2023
37,37946263,2023 Nov 9,2023 Nov 9,Trials,"['Xiaojun Z', 'Ming M', 'Jianye G', 'Wudong S', 'Yi Q', 'Jun C', 'Ningqinq H', 'Panpan F']",Panpan F,Effects of proprioceptive training on gait and plantar pressure after anterior cruciate ligament reconstruction: study protocol for a randomized controlled trial.,24,1,714,['English'],101263253,,1745-6215,"['Clinical Trial Protocol', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['37946263', 'PMC10634122', 'pmc-id: PMC10634122;', '10.1186/s13063-023-07759-2', '10.1186/s13063-023-07759-2']",10.1186/s13063-023-07759-2,"['2023/04/04 00:00', '2023/10/27 00:00', '2023/11/13 06:42', '2023/11/10 06:45', '2023/11/10 00:11', '2023/11/09 00:00']",[],1,20,Trials,doi: 10.1186/s13063-023-07759-2,2023 Nov 9;24(1):714,"BACKGROUND: People who have undergone anterior cruciate ligament reconstruction have an increased risk of osteoarthritis. Abnormality of lower limb kinematics will occur after the operation. This may be related to lower limb muscle strength, the co-excitation of hamstrings and quadriceps femoris, and the weakness of proprioception. Proprioceptive training can improve the proprioception of lower limbs and promote the recovery of lower limb kinematics. Our research objective is to observe whether proprioceptive training can improve the proprioception of lower limbs within 3 months after surgery and whether the recovery of proprioception can correct the abnormal lower limb kinematics. The secondary objective is to explore the underlying mechanism of postoperative lower limb gait abnormalities. METHODS/DESIGN: This study is a prospective single-center randomized clinical trial to be conducted in the Sports Medicine and Orthopedics of Zhongda Hospital Southeast University. Forty participants aged 18-50, preparing to undergo anterior cruciate ligament reconstruction, and initial anterior cruciate ligament reconstruction using hamstring tendons as grafts will be randomly assigned to the intervention or comparator group. People in the intervention group will add proprioceptive training three times a week, 20 min each time. The intervention will be conducted on the first day after surgery. The researcher mainly collects the data of joint of sense, gait, and plantar pressure. The assessment will be divided into three stages: after signing the informed consent form (within 2 weeks before surgery), 6 weeks after surgery, and 12 weeks after surgery. DISCUSSION: The main purpose of our study is to explore whether the proprioception of patients after anterior cruciate ligament reconstruction is weakened, whether the lower limb kinematics is abnormal and whether the lower limb kinematics can be corrected through proprioceptive training. TRIAL REGISTRATION: Chinese Clinical Trial Registry ChiCTR2200065808. Registered on 15 November 2022; Version 1.",2023
38,37885255,2023 Oct 31,,J Acupunct Meridian Stud,"['Zarrin M', 'Nakhostin Ansari N', 'Naghdi S', 'Hasson S', 'Forogh B', 'Rezaee M']",Rezaee M,Dry Needling for Arthrogenic Muscle Inhibition of Quadriceps Femoris in Patients after Reconstruction of Anterior Cruciate Ligament: a Protocol for a Randomized Controlled Trial.,16,5,193-202,['English'],101490763,2005-2901,2093-8152,"['Journal Article', 'Clinical Trial Protocol']",PubMed - indexed for MEDLINE,ppublish,"['37885255', '10.51507/j.jams.2023.16.5.193', 'j.jams.2023.16.5.193']",10.51507/j.jams.2023.16.5.193,"['2023/07/17 00:00', '2023/08/23 00:00', '2023/10/10 00:00', '2023/10/30 06:46', '2023/10/27 06:42', '2023/10/27 03:45']",[],1,0,Journal of acupuncture and meridian studies,doi: 10.51507/j.jams.2023.16.5.193,2023 Oct 31;16(5):193-202,"BACKGROUND: : Dry needling (DN) is recommended as a therapeutic modality for various neuromusculoskeletal disorders. No study has been performed on the impact of DN on arthrogenic muscle inhibition (AMI) after anterior cruciate ligament reconstruction (ACLR). This study protocol is aimed to investigate the impacts of DN on AMI of quadriceps femoris, corticomotor, and spinal reflex excitability in patients with ACLR. METHODS: : A double-blind, between-subject, randomized, controlled trial will be conducted to measure changes in AMI after DN. Twenty-four subjects with ACLR will be recruited to receive a DN or a sham DN, providing that they met the inclusion criteria. Three sessions of DN on the quadriceps femoris will be applied during a one-week period. The primary outcome measures are the active motor threshold, motor evoked potential, and H(max) - M(max) ratio. The secondary outcomes are the International Knee Documentation Committee subjective knee form questionnaire score and maximum quadriceps isometric torque. Data will be collected at baseline, immediately after the first session, after the third session, and at the one-month follow-up visit. DISCUSSION: : The results of this study will provide preliminary evidence regarding the effects of DN on AMI of quadriceps femoris in patients with ACLR.",2023
39,37468645,2024 Jan,2023 Jul 19,Eur J Orthop Surg Traumatol,"['Tang N', 'Eren M', 'Gurpinar T', 'Ozturkmen Y']",Ozturkmen Y,A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction.,34,1,293-301,['English'],9518037,1633-8065,1432-1068,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['37468645', '10.1007/s00590-023-03636-5', '10.1007/s00590-023-03636-5']",10.1007/s00590-023-03636-5,"['2023/03/13 00:00', '2023/06/25 00:00', '2024/01/08 06:41', '2023/07/20 01:07', '2023/07/19 23:27']",[],1,0,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,doi: 10.1007/s00590-023-03636-5,2024 Jan;34(1):293-301,"INTRODUCTION: Anterior cruciate ligament (ACL) reconstruction is one of the most common surgical procedures worldwide. However, the ideal graft source is still debatable. This study compared hamstring (HT) and bone-free quadriceps (QT) tendon autografts in terms of muscle strength and patient-reported outcomes. METHODS: Between June 2018 and December 2019, 46 patients were enrolled in the study and randomly assigned to one of two groups for the ACL reconstruction surgery-the HT autograft group or the QT autograft group. An experienced examiner performed preoperative and postoperative examinations. The HUMAC NORM isokinetic machine (Computer Sports Medicine International-CSMI, 2004) was used to assess flexor and extensor thigh muscle strength. Both groups received the same surgical technique and fixation method. All patients were examined after three, six, nine, and 12 months. The final evaluations were performed at the 24-month follow-up. Patients' scores on the International Knee Documentation Committee (IKDC) evaluation form and the Lysholm Knee Scoring Scale were used to evaluate patient-reported outcomes. The two groups were also compared in terms of postoperative complications and activity levels. RESULTS: The difference between preoperative and postoperative knee flexor peak torques (FPT) was lower in the QT group than in the HT group. The average difference between preoperative and postoperative knee extensor peak torque (EPT) was higher in the QT group than in the HT group. As a result, the HT group had a lower postoperative H/Q ratio (flexor strength normalized to body mass divided by extensor strength normalized to body mass) than the QT group (p < 0.001). The mean IKDC scores for the HT and QT groups were 90.13 +/- 6.99 and 87.12 +/- 6.61, respectively. The scores of the two groups postoperatively were close, and both groups showed significant improvement. The average graft size in the QT group was significantly greater than that in the HT group. Saphenous nerve palsy was the most common complication in the HT group (22%). Thigh hematomas were observed in two patients in the QT group and required urgent intervention (12%). CONCLUSION: After ACL reconstruction, we found a significant decrease in strength at the donor sites in both techniques, with similar patient-reported measures and stability outcomes. The H/Q strength ratio was higher in the QT group postoperatively, which may have a protective effect on the reconstructed ligament. Level of Evidence I It is a randomized controlled trial.",2024
40,37309651,2023 Jun 13,2023 Jun 13,J Rehabil Med,"['Popli A', 'Kalra R', 'Shreshta D', 'Goyal K', 'Goyal M']",Goyal M,"Commentary on ""Comparison of Quadriceps and Hamstrings Muscle Strength after Exercises with and without Blood Flow Restriction Following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial"".",55,,jrm9580,['English'],101088169,1650-1977,1651-2081,"['Letter', 'Comment']",PubMed - indexed for MEDLINE,epublish,"['37309651', 'PMC10284070', 'pmc-id: PMC10284070;', '10.2340/jrm.v55.9580']",10.2340/jrm.v55.9580,"['2023/02/11 00:00', '2023/03/27 00:00', '2023/06/14 06:42', '2023/06/13 06:42', '2023/06/13 04:43', '2023/06/13 00:00']",['J Rehabil Med. 2022 Aug 26;54:jrm00314. doi: 10.2340/jrm.v54.882. PMID: 35892319'],0,8,Journal of rehabilitation medicine,doi: 10.2340/jrm.v55.9580,2023 Jun 13;55:jrm9580,,2023
41,37158913,2023 May 8,2023 May 8,BMC Musculoskelet Disord,"['Li X', 'Li J', 'Qing L', 'Wang H', 'Ma H', 'Huang P']",Huang P,Effect of quadriceps training at different levels of blood flow restriction on quadriceps strength and thickness in the mid-term postoperative period after anterior cruciate ligament reconstruction: a randomized controlled external pilot study.,24,1,360,['English'],100968565,,1471-2474,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['37158913', 'PMC10165811', 'pmc-id: PMC10165811;', '10.1186/s12891-023-06483-x', '10.1186/s12891-023-06483-x']",10.1186/s12891-023-06483-x,"['2022/11/24 00:00', '2023/05/03 00:00', '2023/05/11 06:42', '2023/05/09 13:42', '2023/05/09 10:49', '2023/05/08 00:00']",[],1,39,BMC musculoskeletal disorders,doi: 10.1186/s12891-023-06483-x,2023 May 8;24(1):360,"BACKGROUND: More than 2 million anterior cruciate ligament (ACL) injuries occur worldwide each year. Most surgeons suggest that athletes and active persons with significant knee functional demands, including cutting motions, require and should be offered ligament reconstruction surgery. Despite concentrated rehabilitation efforts, deficits in quadriceps size and strength can persist for years after surgery. Blood flow restriction (BFR) training can help overcome disuse muscular atrophy in the mid-term postoperative period after anterior cruciate ligament reconstruction (ACLR) surgery. The purpose of this study was to evaluate the effects of quadriceps training with different levels of blood flow restriction on quadriceps strength and thickness of participants after ACLR. METHODS: In this study, 30 post-ACL reconstruction participants were randomly divided into three groups (control, 40% Arterial Occlusion Pressure [AOP] and 80% AOP groups). All patients were subjected to different levels of BFR, combined with conventional quadriceps rehabilitation, for 8 weeks. Assessments included scaled maximal isokinetic knee extension strength at 60 degrees /s and 180 degrees /s, the sum of the thickness of the affected femoris rectus and vastus intermedius, Y-balance test performance, and International Knee Documentation Committee questionnaire responses before and after the intervention. RESULTS: In total, 23 participants completed the entire study. The 80% AOP compression group showed an increase in quadriceps femoris muscle strength and muscle thickness (p < 0.01). As compared with the control group, outcome indicators in the 40% AOP and 80% AOP group were improved (p < 0.05). After 8 weeks of experimental BFR intervention, the results were better for the 80% AOP compression group than for the 40% AOP compression group in quadriceps peak torque to body weight at 60 degrees /s and 180 degrees /s angular velocity, as well as the sum of the thickness of the rectus femoris and vastus intermedius. CONCLUSION: The combination of BFR and low-intensity quadriceps femoris training can effectively improve the muscle strength and thickness of knee extensors in participants with ACLR and help reduce the difference between the healthy and surgical sides of the knee joint while improving knee-joint function. Choosing quadriceps training with 80% AOP compression intensity could provide the most benefits. Meanwhile, BFR can accelerate the rehabilitation process of patients and allow early entry into the next rehabilitation cycle. REGISTRATION: Trial registration Chinese Clinical Trial Registry, registration number ChiCTR2100050011, date of registration: 15/08/2021.",2023
